date,temperature,precipitation,wind_speed
2021-09-27,21.1,0,0
2021-10-03,21.1,0,0
2021-10-10,21.1,0,0
2021-11-07,21.1,0,0
2021-11-14,21.1,0,0
2021-11-25,21.1,0,0
2021-12-26,21.1,0,0
2022-01-02,21.1,0,0
2022-01-16,21.1,0,0
2022-09-11,21.1,0,0
2022-09-18,21.1,0,0
2022-10-02,21.1,0,0
2022-10-23,21.1,0,0
2022-10-30,21.1,0,0
2022-11-24,21.1,0,0
2022-12-04,21.1,0,0
2022-12-11,21.1,0,0
2022-12-24,21.1,0,0
2023-09-17,21.1,0,0
2023-10-01,21.1,0,0
2023-10-29,21.1,0,0
2023-11-12,21.1,0,0
2023-11-23,21.1,0,0
2023-11-30,21.1,0,0
2023-12-10,21.1,0,0
2023-12-30,21.1,0,0
2024-01-14,21.1,0,0
2024-09-15,21.1,0,0
2024-09-22,21.1,0,0
2024-10-13,21.1,0,0
2024-11-10,21.1,0,0
2024-11-18,21.1,0,0
2024-11-28,21.1,0,0
2024-12-09,21.1,0,0
2024-12-22,21.1,0,0
2025-01-05,21.1,0,0
